ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,sample_qc_flag,sample_flag_reason,sample_qc_log
U321,DNA,SDN321,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U322,DNA,SDN407,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U323,DNA,SDN408,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U324,DNA,SDN409,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U325,DNA,SDN410,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U326,DNA,SDN415,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U327,DNA,SDN427,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U328,DNA,SDN453,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U329,DNA,SDN571,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U330,DNA,SDN572,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U331,DNA,SDN322,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U332,DNA,SDN323,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U333,DNA,SDN324,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U334,DNA,SDN325,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U335,DNA,SDN327,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U336,DNA,SDN328,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U337,DNA,SDN329,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U338,DNA,SDN330,UNKNOWN,UNKNOWN,UNKNOWN,NA,collected,Y,location unknown,NA
U339,DNA,SDN331,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U340,DNA,SDN332,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U341,DNA,SDN326,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U342,DNA,SDN333,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U343,DNA,SDN334,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U344,DNA,SDN335,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U345,DNA,SDN336,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U346,DNA,SDN337,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U347,DNA,SDN338,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U348,DNA,SDN339,UNKNOWN,UNKNOWN,UNKNOWN,NA,collected,Y,location unknown,NA
U349,DNA,SDN347,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U350,DNA,SDN348,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U351,DNA,SDN340,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U352,DNA,SDN341,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U353,DNA,SDN342,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U354,DNA,SDN343,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U355,DNA,SDN344,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U356,DNA,SDN345,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U357,DNA,SDN349,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U358,DNA,SDN350,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U359,DNA,SDN351,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U360,DNA,SDN352,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U361,DNA,SDN346,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U362,DNA,SDN353,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U363,DNA,SDN354,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U364,DNA,SDN355,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U365,DNA,SDN356,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U366,DNA,SDN357,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U367,DNA,SDN358,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U368,DNA,SDN364,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U369,DNA,SDN365,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U370,DNA,SDN366,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U371,DNA,SDN359,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U372,DNA,SDN360,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U373,DNA,SDN361,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U374,DNA,SDN362,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U375,DNA,SDN375,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U376,DNA,SDN376,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U377,DNA,SDN377,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U378,DNA,SDN378,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U379,DNA,SDN379,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U380,DNA,SDN380,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U381,DNA,SDN363,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U382,DNA,SDN367,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U383,DNA,SDN368,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U384,DNA,SDN369,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U385,DNA,SDN370,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U386,DNA,SDN371,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U387,DNA,SDN381,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U388,DNA,SDN382,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U389,DNA,SDN383,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U390,DNA,SDN384,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U391,DNA,SDN372,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U392,DNA,SDN373,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U393,DNA,SDN374,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U394,DNA,SDN385,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U395,DNA,SDN386,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U396,DNA,SDN387,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U397,DNA,SDN388,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U398,DNA,SDN389,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U399,DNA,SDN390,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U400,DNA,SDN391,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U401,DNA,SDN392,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U402,DNA,SDN441,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U403,DNA,SDN442,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U404,DNA,SDN443,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U405,DNA,SDN444,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U406,DNA,SDN445,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U407,DNA,SDN446,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U408,DNA,SDN454,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U409,DNA,SDN455,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U410,DNA,SDN456,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U411,DNA,SDN393,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U412,DNA,SDN394,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U413,DNA,SDN395,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U414,DNA,SDN396,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U415,DNA,SDN397,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U416,DNA,SDN398,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U417,DNA,SDN399,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U418,DNA,SDN400,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U419,DNA,SDN411,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U420,DNA,SDN412,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U421,DNA,SDN401,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U422,DNA,SDN402,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U423,DNA,SDN403,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U424,DNA,SDN404,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U425,DNA,SDN405,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U426,DNA,SDN406,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U427,DNA,SDN416,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U428,DNA,SDN417,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U429,DNA,SDN418,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U430,DNA,SDN419,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U431,DNA,SDN413,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U432,DNA,SDN414,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U433,DNA,SDN420,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U434,DNA,SDN421,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U435,DNA,SDN422,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U436,DNA,SDN423,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U437,DNA,SDN424,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U438,DNA,SDN428,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U439,DNA,SDN429,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U440,DNA,SDN430,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U441,DNA,SDN425,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U442,DNA,SDN426,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U443,DNA,SDN431,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U444,DNA,SDN432,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U445,DNA,SDN433,UNKNOWN,UNKNOWN,UNKNOWN,NA,collected,Y,location unknown,NA
U446,DNA,SDN434,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U447,DNA,SDN435,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U448,DNA,SDN436,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U449,DNA,SDN437,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U450,DNA,SDN447,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U451,DNA,SDN438,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U452,DNA,SDN439,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U453,DNA,SDN440,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U454,DNA,SDN480,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U455,DNA,SDN481,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U456,DNA,SDN482,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U457,DNA,SDN483,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U458,DNA,SDN484,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U459,DNA,SDN499,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U460,DNA,SDN500,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U461,DNA,SDN448,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U462,DNA,SDN449,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U463,DNA,SDN450,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U464,DNA,SDN451,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U465,DNA,SDN452,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U466,DNA,SDN457,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U467,DNA,SDN458,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U468,DNA,SDN459,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U469,DNA,SDN460,UNKNOWN,UNKNOWN,UNKNOWN,NA,collected,Y,location unknown,NA
U470,DNA,SDN461,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U471,DNA,SDN1298,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U472,DNA,SDN1299,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U473,DNA,SDN1300,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U474,DNA,SDN1301,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U475,DNA,SDN1305,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U476,DNA,SDN1306,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U477,DNA,SDN1307,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U478,DNA,SDN1308,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U479,DNA,SDN1309,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U480,DNA,SDN1310,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U481,DNA,SDN462,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U482,DNA,SDN465,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U483,DNA,SDN466,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U484,DNA,SDN467,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U485,DNA,SDN468,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U486,DNA,SDN469,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U487,DNA,SDN470,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U488,DNA,SDN471,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U489,DNA,SDN472,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U490,DNA,SDN485,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U491,DNA,SDN463,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U492,DNA,SDN464,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U493,DNA,SDN473,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U494,DNA,SDN474,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U495,DNA,SDN475,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U496,DNA,SDN476,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U497,DNA,SDN477,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U498,DNA,SDN478,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U499,DNA,SDN479,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U500,DNA,SDN486,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U501,DNA,SDN487,UNKNOWN,UNKNOWN,UNKNOWN,NA,collected,Y,location unknown,NA
U502,DNA,SDN488,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U503,DNA,SDN489,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U504,DNA,SDN490,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U505,DNA,SDN491,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U506,DNA,SDN492,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U507,DNA,SDN501,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U508,DNA,SDN502,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U509,DNA,SDN503,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U510,DNA,SDN504,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U511,DNA,SDN493,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U512,DNA,SDN494,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U513,DNA,SDN495,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U514,DNA,SDN496,UNKNOWN,UNKNOWN,UNKNOWN,NA,collected,Y,location unknown,NA
U515,DNA,SDN497,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U516,DNA,SDN498,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U517,DNA,SDN505,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U518,DNA,SDN506,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U519,DNA,SDN507,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U520,DNA,SDN508,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U521,DNA,SDN509,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U522,DNA,SDN510,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U523,DNA,SDN511,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U524,DNA,SDN512,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U525,DNA,SDN521,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U526,DNA,SDN522,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U527,DNA,SDN523,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U528,DNA,SDN524,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U529,DNA,SDN525,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U530,DNA,SDN526,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U531,DNA,SDN513,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U532,DNA,SDN514,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U533,DNA,SDN515,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U534,DNA,SDN516,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U535,DNA,SDN527,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U536,DNA,SDN528,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U537,DNA,SDN529,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U538,DNA,SDN530,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U539,DNA,SDN531,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U540,DNA,SDN532,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U541,DNA,SDN517,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U542,DNA,SDN518,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U543,DNA,SDN519,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U544,DNA,SDN520,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U545,DNA,SDN533,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U546,DNA,SDN534,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U547,DNA,SDN535,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U548,DNA,SDN536,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U549,DNA,SDN537,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U550,DNA,SDN538,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U551,DNA,SDN539,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U552,DNA,SDN540,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U553,DNA,SDN542,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U554,DNA,SDN543,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U555,DNA,SDN544,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U556,DNA,SDN545,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U557,DNA,SDN546,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U558,DNA,SDN547,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U559,DNA,SDN559,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U560,DNA,SDN560,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U561,DNA,SDN541,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U562,DNA,SDN548,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U563,DNA,SDN549,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U564,DNA,SDN550,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U565,DNA,SDN551,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U566,DNA,SDN552,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U567,DNA,SDN553,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U568,DNA,SDN561,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U569,DNA,SDN562,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U570,DNA,SDN573,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U571,DNA,SDN563,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U572,DNA,SDN564,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U573,DNA,SDN565,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U574,DNA,SDN566,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U575,DNA,SDN574,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U576,DNA,SDN575,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U577,DNA,SDN576,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U578,DNA,SDN577,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U579,DNA,SDN578,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U580,DNA,SDN579,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U581,DNA,SDN554,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U582,DNA,SDN555,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U583,DNA,SDN556,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U584,DNA,SDN557,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U585,DNA,SDN558,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U586,DNA,SDN567,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U587,DNA,SDN568,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U588,DNA,SDN569,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U589,DNA,SDN570,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U590,DNA,SDN580,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U591,DNA,SDN581,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U592,DNA,SDN582,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U593,DNA,SDN583,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U594,DNA,SDN584,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U595,DNA,SDN585,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U596,DNA,SDN591,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U597,DNA,SDN592,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U598,DNA,SDN593,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U599,DNA,SDN594,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U600,DNA,SDN606,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U601,DNA,SDN1311,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U602,DNA,SDN1312,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U603,DNA,SDN1313,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U604,DNA,SDN1320,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U605,DNA,SDN1329,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U606,DNA,SDN1330,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U607,DNA,SDN1331,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U608,DNA,SDN1353,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U609,DNA,SDN1354,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U610,DNA,SDN1355,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U611,DNA,SDN586,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U612,DNA,SDN595,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U613,DNA,SDN596,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U614,DNA,SDN597,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U615,DNA,SDN598,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U616,DNA,SDN607,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U617,DNA,SDN608,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U618,DNA,SDN609,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U619,DNA,SDN610,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U620,DNA,SDN611,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U621,DNA,SDN587,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
