ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,sample_qc_flag,sample_flag_reason,sample_qc_log
U1422,RNA,BRN14-A3,BRN14,A3,BRN14-A3,NA,collected,N,NA,NA
U1423,RNA,BRN14-B3,BRN14,B3,BRN14-B3,NA,collected,N,NA,NA
U1424,RNA,BRN14-C3,BRN14,C3,BRN14-C3,NA,collected,N,NA,NA
U1425,RNA,BRN15-A12,BRN15,A12,BRN15-A12,NA,collected,N,NA,NA
U1426,RNA,BRN15-B12,BRN15,B12,BRN15-B12,NA,collected,N,NA,NA
U1427,RNA,BRN15-C12,BRN15,C12,BRN15-C12,Outside scalpel touched heart & spleen,collected,N,NA,NA
U1428,RNA,BRN16-G1,BRN16,G1,BRN16-G1,NA,collected,N,NA,NA
U1429,RNA,BRN16-H1,BRN16,H1,BRN16-H1,NA,collected,N,NA,NA
U1430,RNA,BRN16-A4,BRN16,A4,BRN16-A4,NA,collected,N,NA,NA
U1431,RNA,BRN14-A1,BRN14,A1,BRN14-A1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1432,RNA,BRN14-B1,BRN14,B1,BRN14-B1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1433,RNA,BRN14-C1,BRN14,C1,BRN14-C1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1434,RNA,BRN14-D1,BRN14,D1,BRN14-D1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1435,RNA,BRN14-E1,BRN14,E1,BRN14-E1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1436,RNA,BRN14-F1,BRN14,F1,BRN14-F1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1437,RNA,BRN14-G1,BRN14,G1,BRN14-G1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1438,RNA,BRN14-H1,BRN14,H1,BRN14-H1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1439,RNA,BRN14-A6,BRN14,A6,BRN14-A6,NA,collected,N,NA,NA
U1440,RNA,BRN14-B6,BRN14,B6,BRN14-B6,NA,collected,N,NA,NA
U1441,RNA,BRN14-A2,BRN14,A2,BRN14-A2,NA,collected,N,NA,NA
U1442,RNA,BRN14-B2,BRN14,B2,BRN14-B2,NA,collected,N,NA,NA
U1443,RNA,BRN14-C2,BRN14,C2,BRN14-C2,NA,collected,N,NA,NA
U1444,RNA,BRN14-D2,BRN14,D2,BRN14-D2,NA,collected,N,NA,NA
U1445,RNA,BRN14-E2,BRN14,E2,BRN14-E2,NA,collected,N,NA,NA
U1446,RNA,BRN14-F2,BRN14,F2,BRN14-F2,NA,collected,N,NA,NA
U1447,RNA,BRN14-G2,BRN14,G2,BRN14-G2,NA,collected,N,NA,NA
U1448,RNA,BRN14-H2,BRN14,H2,BRN14-H2,NA,collected,N,NA,NA
U1449,RNA,BRN14-A5,BRN14,A5,BRN14-A5,NA,collected,N,NA,NA
U1450,RNA,BRN14-B5,BRN14,B5,BRN14-B5,NA,collected,N,NA,NA
U1451,RNA,BRN14-D3,BRN14,D3,BRN14-D3,NA,collected,N,NA,NA
U1452,RNA,BRN14-E3,BRN14,E3,BRN14-E3,NA,collected,N,NA,NA
U1453,RNA,BRN14-F3,BRN14,F3,BRN14-F3,NA,collected,N,NA,NA
U1454,RNA,BRN14-G3,BRN14,G3,BRN14-G3,NA,collected,N,NA,NA
U1455,RNA,BRN14-H3,BRN14,H3,BRN14-H3,NA,collected,N,NA,NA
U1461,RNA,BRN14-C5,BRN14,C5,BRN14-C5,NA,collected,N,NA,NA
U1462,RNA,BRN14-D5,BRN14,D5,BRN14-D5,NA,collected,N,NA,NA
U1463,RNA,BRN14-E5,BRN14,E5,BRN14-E5,NA,collected,N,NA,NA
U1464,RNA,BRN14-F5,BRN14,F5,BRN14-F5,NA,collected,N,NA,NA
U1465,RNA,BRN14-G5,BRN14,G5,BRN14-G5,NA,collected,N,NA,NA
U1466,RNA,BRN14-H5,BRN14,H5,BRN14-H5,NA,collected,N,NA,NA
U1467,RNA,BRN14-A11,BRN14,A11,BRN14-A11,NA,collected,N,NA,NA
U1468,RNA,BRN14-B11,BRN14,B11,BRN14-B11,NA,collected,N,NA,NA
U1469,RNA,BRN14-C11,BRN14,C11,BRN14-C11,NA,collected,N,NA,NA
U1470,RNA,BRN14-D11,BRN14,D11,BRN14-D11,NA,collected,N,NA,NA
U1471,RNA,BRN14-C6,BRN14,C6,BRN14-C6,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1472,RNA,BRN14-D6,BRN14,D6,BRN14-D6,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1473,RNA,BRN14-E6,BRN14,E6,BRN14-E6,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1474,RNA,BRN14-F6,BRN14,F6,BRN14-F6,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1475,RNA,BRN14-G6,BRN14,G6,BRN14-G6,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1476,RNA,BRN14-H6,BRN14,H6,BRN14-H6,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1477,RNA,BRN14-A7,BRN14,A7,BRN14-A7,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1478,RNA,BRN14-B7,BRN14,B7,BRN14-B7,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1479,RNA,BRN14-C7,BRN14,C7,BRN14-C7,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1480,RNA,BRN14-D7,BRN14,D7,BRN14-D7,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1481,RNA,BRN14-E7,BRN14,E7,BRN14-E7,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1482,RNA,BRN14-F7,BRN14,F7,BRN14-F7,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1483,RNA,BRN14-G7,BRN14,G7,BRN14-G7,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1484,RNA,BRN14-H7,BRN14,H7,BRN14-H7,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1485,RNA,BRN14-A8,BRN14,A8,BRN14-A8,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1486,RNA,BRN14-B8,BRN14,B8,BRN14-B8,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1487,RNA,BRN14-C8,BRN14,C8,BRN14-C8,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1488,RNA,BRN14-D8,BRN14,D8,BRN14-D8,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1489,RNA,BRN14-E8,BRN14,E8,BRN14-E8,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1490,RNA,BRN14-F8,BRN14,F8,BRN14-F8,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1491,RNA,BRN14-G8,BRN14,G8,BRN14-G8,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1492,RNA,BRN14-H8,BRN14,H8,BRN14-H8,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1493,RNA,BRN14-A9,BRN14,A9,BRN14-A9,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1494,RNA,BRN14-B9,BRN14,B9,BRN14-B9,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1495,RNA,BRN14-C9,BRN14,C9,BRN14-C9,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1496,RNA,BRN14-D9,BRN14,D9,BRN14-D9,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1497,RNA,BRN14-E9,BRN14,E9,BRN14-E9,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1498,RNA,BRN14-F9,BRN14,F9,BRN14-F9,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1499,RNA,BRN14-G9,BRN14,G9,BRN14-G9,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1500,RNA,BRN14-H9,BRN14,H9,BRN14-H9,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1501,RNA,BRN14-A10,BRN14,A10,BRN14-A10,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1502,RNA,BRN14-B10,BRN14,B10,BRN14-B10,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1503,RNA,BRN14-C10,BRN14,C10,BRN14-C10,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1504,RNA,BRN14-D10,BRN14,D10,BRN14-D10,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1505,RNA,BRN14-E10,BRN14,E10,BRN14-E10,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1506,RNA,BRN14-F10,BRN14,F10,BRN14-F10,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1507,RNA,BRN14-G10,BRN14,G10,BRN14-G10,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1508,RNA,BRN14-H10,BRN14,H10,BRN14-H10,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1509,RNA,BRN14-A12,BRN14,A12,BRN14-A12,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1511,RNA,BRN14-E11,BRN14,E11,BRN14-E11,NA,collected,N,NA,NA
U1512,RNA,BRN14-F11,BRN14,F11,BRN14-F11,NA,collected,N,NA,NA
U1513,RNA,BRN14-G11,BRN14,G11,BRN14-G11,Put heart in kidney tube & relabeled,collected,N,NA,NA
U1514,RNA,BRN15-A7,BRN15,A7,BRN15-A7,NA,collected,N,NA,NA
U1515,RNA,BRN15-B7,BRN15,B7,BRN15-B7,NA,collected,N,NA,NA
U1516,RNA,BRN15-C7,BRN15,C7,BRN15-C7,NA,collected,N,NA,NA
U1517,RNA,BRN15-D7,BRN15,D7,BRN15-D7,NA,collected,N,NA,NA
U1518,RNA,BRN15-E7,BRN15,E7,BRN15-E7,NA,collected,N,NA,NA
U1519,RNA,BRN15-F7,BRN15,F7,BRN15-F7,NA,collected,N,NA,NA
U1520,RNA,BRN15-G7,BRN15,G7,BRN15-G7,NA,collected,N,NA,NA
U1528,RNA,BRN15-A1,BRN15,A1,BRN15-A1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1529,RNA,BRN15-B1,BRN15,B1,BRN15-B1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1530,RNA,BRN15-C1,BRN15,C1,BRN15-C1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1532,RNA,BRN14-G4,BRN14,G4,BRN14-G4,NA,collected,N,NA,NA
U1533,RNA,BRN14-F4,BRN14,F4,BRN14-F4,NA,collected,N,NA,NA
U1534,RNA,BRN14-E4,BRN14,E4,BRN14-E4,NA,collected,N,NA,NA
U1535,RNA,BRN14-D4,BRN14,D4,BRN14-D4,NA,collected,N,NA,NA
U1536,RNA,BRN14-C4,BRN14,C4,BRN14-C4,NA,collected,N,NA,NA
U1537,RNA,BRN14-B4,BRN14,B4,BRN14-B4,NA,collected,N,NA,NA
U1538,RNA,BRN14-A4,BRN14,A4,BRN14-A4,NA,collected,N,NA,NA
U1539,RNA,BRN15-H3,BRN15,H3,BRN15-H3,NA,collected,N,NA,NA
U1540,RNA,BRN15-A3,BRN15,A3,BRN15-A3,NA,collected,N,NA,NA
U1541,RNA,BRN15-D1,BRN15,D1,BRN15-D1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1542,RNA,BRN15-E1,BRN15,E1,BRN15-E1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1543,RNA,BRN15-F1,BRN15,F1,BRN15-F1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1544,RNA,BRN15-G1,BRN15,G1,BRN15-G1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1545,RNA,BRN15-H1,BRN15,H1,BRN15-H1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1546,RNA,BRN15-A2,BRN15,A2,BRN15-A2,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1547,RNA,BRN15-B2,BRN15,B2,BRN15-B2,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1548,RNA,BRN15-C2,BRN15,C2,BRN15-C2,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1549,RNA,BRN15-D2,BRN15,D2,BRN15-D2,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1550,RNA,BRN15-E2,BRN15,E2,BRN15-E2,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1551,RNA,BRN15-B3,BRN15,B3,BRN15-B3,NA,collected,N,NA,NA
U1552,RNA,BRN15-C3,BRN15,C3,BRN15-C3,NA,collected,N,NA,NA
U1553,RNA,BRN15-D3,BRN15,D3,BRN15-D3,NA,collected,N,NA,NA
U1554,RNA,BRN15-E3,BRN15,E3,BRN15-E3,NA,collected,N,NA,NA
U1555,RNA,BRN15-F3,BRN15,F3,BRN15-F3,NA,collected,N,NA,NA
U1557,RNA,BRN15-A5,BRN15,A5,BRN15-A5,NA,collected,N,NA,NA
U1558,RNA,BRN15-B5,BRN15,B5,BRN15-B5,NA,collected,N,NA,NA
U1559,RNA,BRN15-D12,BRN15,D12,BRN15-D12,NA,collected,N,NA,NA
U1560,RNA,BRN15-E12,BRN15,E12,BRN15-E12,NA,collected,N,NA,NA
U1561,RNA,BRN15-F2,BRN15,F2,BRN15-F2,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1562,RNA,BRN15-G2,BRN15,G2,BRN15-G2,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1563,RNA,BRN15-H2,BRN15,H2,BRN15-H2,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1564,RNA,BRN15-A4,BRN15,A4,BRN15-A4,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1565,RNA,BRN15-B4,BRN15,B4,BRN15-B4,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1566,RNA,BRN15-C4,BRN15,C4,BRN15-C4,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1567,RNA,BRN15-D4,BRN15,D4,BRN15-D4,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1568,RNA,BRN15-E4,BRN15,E4,BRN15-E4,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1569,RNA,BRN15-F4,BRN15,F4,BRN15-F4,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1570,RNA,BRN15-G4,BRN15,G4,BRN15-G4,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1571,RNA,BRN15-H4,BRN15,H4,BRN15-H4,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1572,RNA,BRN15-C5,BRN15,C5,BRN15-C5,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1573,RNA,BRN15-D5,BRN15,D5,BRN15-D5,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1574,RNA,BRN15-E5,BRN15,E5,BRN15-E5,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1575,RNA,BRN15-F5,BRN15,F5,BRN15-F5,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1576,RNA,BRN15-G5,BRN15,G5,BRN15-G5,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1577,RNA,BRN15-H5,BRN15,H5,BRN15-H5,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1578,RNA,BRN15-A6,BRN15,A6,BRN15-A6,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1579,RNA,BRN15-B6,BRN15,B6,BRN15-B6,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1580,RNA,BRN15-C6,BRN15,C6,BRN15-C6,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1581,RNA,BRN15-D6,BRN15,D6,BRN15-D6,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1582,RNA,BRN15-E6,BRN15,E6,BRN15-E6,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1583,RNA,BRN15-F6,BRN15,F6,BRN15-F6,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1584,RNA,BRN15-G6,BRN15,G6,BRN15-G6,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1585,RNA,BRN15-H6,BRN15,H6,BRN15-H6,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1586,RNA,BRN15-A8,BRN15,A8,BRN15-A8,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1587,RNA,BRN15-B8,BRN15,B8,BRN15-B8,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1588,RNA,BRN15-C8,BRN15,C8,BRN15-C8,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1589,RNA,BRN15-D8,BRN15,D8,BRN15-D8,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1590,RNA,BRN15-E8,BRN15,E8,BRN15-E8,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1591,RNA,BRN15-H7,BRN15,H7,BRN15-H7,NA,collected,N,NA,NA
U1592,RNA,BRN15-A9,BRN15,A9,BRN15-A9,NA,collected,N,NA,NA
U1593,RNA,BRN15-B9,BRN15,B9,BRN15-B9,NA,collected,N,NA,NA
U1594,RNA,BRN15-C9,BRN15,C9,BRN15-C9,NA,collected,N,NA,NA
U1595,RNA,BRN15-D9,BRN15,D9,BRN15-D9,NA,collected,N,NA,NA
U1596,RNA,BRN15-E9,BRN15,E9,BRN15-E9,NA,collected,N,NA,NA
U1597,RNA,BRN15-F9,BRN15,F9,BRN15-F9,NA,collected,N,NA,NA
U1598,RNA,BRN15-G9,BRN15,G9,BRN15-G9,NA,collected,N,NA,NA
U1599,RNA,BRN15-H9,BRN15,H9,BRN15-H9,NA,collected,N,NA,NA
U1600,RNA,BRN16-A1,BRN16,A1,BRN16-A1,NA,collected,N,NA,NA
U1601,RNA,BRN15-F8,BRN15,F8,BRN15-F8,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1602,RNA,BRN15-G8,BRN15,G8,BRN15-G8,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1603,RNA,BRN15-H8,BRN15,H8,BRN15-H8,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1604,RNA,BRN15-A10,BRN15,A10,BRN15-A10,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1605,RNA,BRN15-B10,BRN15,B10,BRN15-B10,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1606,RNA,BRN15-C10,BRN15,C10,BRN15-C10,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1607,RNA,BRN15-D10,BRN15,D10,BRN15-D10,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1608,RNA,BRN15-E10,BRN15,E10,BRN15-E10,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1609,RNA,BRN15-F10,BRN15,F10,BRN15-F10,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1610,RNA,BRN15-G10,BRN15,G10,BRN15-G10,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1611,RNA,BRN15-F12,BRN15,F12,BRN15-F12,NA,collected,N,NA,NA
U1612,RNA,BRN15-G12,BRN15,G12,BRN15-G12,NA,collected,N,NA,NA
U1613,RNA,BRN15-H12,BRN15,H12,BRN15-H12,NA,collected,N,NA,NA
U1614,RNA,BRN16-H2,BRN16,H2,BRN16-H2,NA,collected,N,NA,NA
U1621,RNA,BRN15-H10,BRN15,H10,BRN15-H10,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1622,RNA,BRN15-A11,BRN15,A11,BRN15-A11,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1623,RNA,BRN15-B11,BRN15,B11,BRN15-B11,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1624,RNA,BRN15-C11,BRN15,C11,BRN15-C11,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1625,RNA,BRN15-D11,BRN15,D11,BRN15-D11,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1626,RNA,BRN15-E11,BRN15,E11,BRN15-E11,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1627,RNA,BRN15-F11,BRN15,F11,BRN15-F11,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1628,RNA,BRN15-G11,BRN15,G11,BRN15-G11,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1629,RNA,BRN15-H11,BRN15,H11,BRN15-H11,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1630,RNA,BRN16-A2,BRN16,A2,BRN16-A2,Improper handling of RNA microtube caps may have cross contaminated tissue samples,collected,N,NA,NA
U1631,RNA,BRN16-B1,BRN16,B1,BRN16-B1,NA,collected,N,NA,NA
U1632,RNA,BRN16-C1,BRN16,C1,BRN16-C1,NA,collected,N,NA,NA
U1633,RNA,BRN16-D1,BRN16,D1,BRN16-D1,NA,collected,N,NA,NA
U1634,RNA,BRN16-E1,BRN16,E1,BRN16-E1,NA,collected,N,NA,NA
U1635,RNA,BRN16-F1,BRN16,F1,BRN16-F1,NA,collected,N,NA,NA
U1636,RNA,BRN16-A3,BRN16,A3,BRN16-A3,NA,collected,N,NA,NA
U1637,RNA,BRN16-B3,BRN16,B3,BRN16-B3,NA,collected,N,NA,NA
U1638,RNA,BRN16-C3,BRN16,C3,BRN16-C3,NA,collected,N,NA,NA
U1639,RNA,BRN16-D3,BRN16,D3,BRN16-D3,NA,collected,N,NA,NA
U1640,RNA,BRN16-H3,BRN16,H3,BRN16-H3,NA,collected,N,NA,NA
U1641,RNA,BRN16-B2,BRN16,B2,BRN16-B2,NA,collected,N,NA,NA
U1642,RNA,BRN16-C2,BRN16,C2,BRN16-C2,NA,collected,N,NA,NA
U1643,RNA,BRN16-D2,BRN16,D2,BRN16-D2,NA,collected,N,NA,NA
U1644,RNA,BRN16-E2,BRN16,E2,BRN16-E2,NA,collected,N,NA,NA
U1645,RNA,BRN16-F2,BRN16,F2,BRN16-F2,NA,collected,N,NA,NA
U1646,RNA,BRN16-G2,BRN16,G2,BRN16-G2,NA,collected,N,NA,NA
U1647,RNA,BRN16-E3,BRN16,E3,BRN16-E3,NA,collected,N,NA,NA
U1648,RNA,BRN16-F3,BRN16,F3,BRN16-F3,NA,collected,N,NA,NA
U1649,RNA,BRN16-G3,BRN16,G3,BRN16-G3,NA,collected,N,NA,NA
U1651,RNA,BRN16-B4,BRN16,B4,BRN16-B4,NA,collected,N,NA,NA
U1652,RNA,BRN16-C4,BRN16,C4,BRN16-C4,NA,collected,N,NA,NA
U1653,RNA,BRN16-D4,BRN16,D4,BRN16-D4,NA,collected,N,NA,NA
U1654,RNA,BRN16-E4,BRN16,E4,BRN16-E4,NA,collected,N,NA,NA
U1655,RNA,BRN16-F4,BRN16,F4,BRN16-F4,NA,collected,N,NA,NA
U1656,RNA,BRN16-G4,BRN16,G4,BRN16-G4,NA,collected,N,NA,NA
U1657,RNA,BRN16-H4,BRN16,H4,BRN16-H4,NA,collected,N,NA,NA
U1658,RNA,BRN16-H7,BRN16,H7,BRN16-H7,NA,collected,N,NA,NA
U1659,RNA,BRN16-G7,BRN16,G7,BRN16-G7,NA,collected,N,NA,NA
U1660,RNA,BRN16-F7,BRN16,F7,BRN16-F7,NA,collected,N,NA,NA
U1661,RNA,BRN16-H5,BRN16,H5,BRN16-H5,NA,collected,N,NA,NA
U1662,RNA,BRN16-G5,BRN16,G5,BRN16-G5,NA,collected,N,NA,NA
U1663,RNA,BRN16-F5,BRN16,F5,BRN16-F5,NA,collected,N,NA,NA
U1664,RNA,BRN16-E5,BRN16,E5,BRN16-E5,NA,collected,N,NA,NA
U1665,RNA,BRN16-D5,BRN16,D5,BRN16-D5,NA,collected,N,NA,NA
U1666,RNA,BRN16-C5,BRN16,C5,BRN16-C5,NA,collected,N,NA,NA
U1667,RNA,BRN16-B5,BRN16,B5,BRN16-B5,NA,collected,N,NA,NA
U1668,RNA,BRN16-A5,BRN16,A5,BRN16-A5,NA,collected,N,NA,NA
U1669,RNA,BRN16-H8,BRN16,H8,BRN16-H8,NA,collected,N,NA,NA
U1670,RNA,BRN16-G8,BRN16,G8,BRN16-G8,NA,collected,N,NA,NA
U1671,RNA,BRN16-H6,BRN16,H6,BRN16-H6,NA,collected,N,NA,NA
U1672,RNA,BRN16-G6,BRN16,G6,BRN16-G6,NA,collected,N,NA,NA
U1673,RNA,BRN16-F6,BRN16,F6,BRN16-F6,NA,collected,N,NA,NA
U1674,RNA,BRN16-E6,BRN16,E6,BRN16-E6,NA,collected,N,NA,NA
U1675,RNA,BRN16-D6,BRN16,D6,BRN16-D6,NA,collected,N,NA,NA
U1676,RNA,BRN16-C6,BRN16,C6,BRN16-C6,NA,collected,N,NA,NA
U1677,RNA,BRN16-B6,BRN16,B6,BRN16-B6,NA,collected,N,NA,NA
U1678,RNA,BRN16-A6,BRN16,A6,BRN16-A6,NA,collected,N,NA,NA
U1679,RNA,BRN17-H11,BRN17,H11,BRN17-H11,NA,collected,N,NA,NA
U1680,RNA,BRN17-G11,BRN17,G11,BRN17-G11,NA,collected,N,NA,NA
U1681,RNA,BRN17-F11,BRN17,F11,BRN17-F11,NA,collected,N,NA,NA
U1682,RNA,BRN17-E11,BRN17,E11,BRN17-E11,NA,collected,N,NA,NA
U1683,RNA,BRN17-D11,BRN17,D11,BRN17-D11,NA,collected,N,NA,NA
U1684,RNA,BRN17-C11,BRN17,C11,BRN17-C11,NA,collected,N,NA,NA
U1685,RNA,BRN17-B11,BRN17,B11,BRN17-B11,NA,collected,N,NA,NA
