semsp_id,ufn,seine_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,analysis_planned,dissection_status,lice_qc_flag,qc_comments,date_processed,cwt,ad,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissection_protocol,lice_collection_protocol,lice_id_protocol,dissector,fish_lab_qc_data,fish_lab_qc_flag,fish_lab_flag_reason,fish_lab_qc_log
2015-06-11-D09-SO-17,NA,DE174N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D09-SO-18,NA,DE174N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D09-SO-19,NA,DE174N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D09-SO-20,NA,DE174N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D09-SO-21,U769,DE174N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2015-12-04,none,present,15.5,NA,100,NA,NA,NA,full work-up 1,lab_fine_2015,lportner_fine,DS,DS,N,NA,NA
2015-06-11-D09-SO-22,U771,DE174N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2015-12-04,none,present,10.2,NA,96,NA,NA,NA,full work-up 1,lab_fine_2015,lportner_fine,CK,DS,N,NA,NA
2015-06-11-D09-SO-23,U792,DE174N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2015-12-04,none,present,9.1,NA,95,NA,NA,NA,full work-up 1,lab_fine_2015,lportner_fine,KI,DS,N,NA,NA
2015-06-11-D09-SO-24,U773,DE174N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2015-12-04,none,present,19,NA,116,NA,NA,NA,full work-up 1,lab_fine_2015,lportner_fine,CK,DS,N,NA,NA
2015-06-11-D09-SO-25,U755,DE174N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2015-12-07,none,present,9.6,NA,105,NA,NA,NA,full work-up 1,lab_fine_2015,lportner_fine,LP,CK,N,NA,NA
2015-06-11-D09-SO-26,U774,DE174N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2015-12-07,none,present,21.7,NA,124,NA,NA,NA,full work-up 1,lab_fine_2015,lportner_fine,CK,KI,N,NA,NA
2015-06-11-D09-SO-27,U791,DE174N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2015-12-04,none,present,14.2,NA,106,NA,NA,NA,full work-up 1,lab_fine_2015,lportner_fine,KI,DS,N,NA,NA
2015-06-11-D09-SO-28,U768,DE174N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2015-12-04,none,present,10.2,NA,100,NA,NA,Scar behind anal fin on ventral surface,full work-up 1,lab_fine_2015,lportner_fine,DS,DS,N,NA,NA
2015-06-11-D09-SO-29,U772,DE174N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2015-12-04,none,present,11.8,NA,89,NA,NA,NA,full work-up 1,lab_fine_2015,lportner_fine,CK,DS,N,NA,NA
2015-06-11-D09-SO-30,U767,DE174N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2015-12-04,none,present,18.4,NA,126,NA,NA,NA,full work-up 1,lab_fine_2015,lportner_fine,DS,DS,N,NA,NA
2015-06-11-D07-SO-1,NA,DE175N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-1,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-2,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-3,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-4,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-5,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-6,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-7,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-8,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-9,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-10,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-11,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-12,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-13,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-14,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-15,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-16,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-17,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-18,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-19,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-20,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-21,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-22,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-23,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-24,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-25,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-26,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-27,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-28,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-29,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-SO-30,NA,JE165N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-1,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-2,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-3,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-4,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-5,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-6,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-7,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-8,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-9,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-10,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-11,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-12,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-13,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-14,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-15,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-16,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-17,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-18,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-19,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-20,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-21,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-22,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-23,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-24,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-25,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-26,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-27,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-28,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-29,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-SO-30,NA,JE166N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D09-PI-1,U2537,DE174N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-01-08,none,present,11,99,103,NA,NA,NA,full work-up 1,NA,lab_motiles,BJ,JG,N,NA,NA
2015-06-11-D07-PI-1,U3226,DE175N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-01-11,none,present,12.7,99,105,NA,NA,NA,full work-up 1,NA,lab_motiles,CVJ,BJ,N,NA,NA
2015-06-11-D07-PI-2,U3227,DE175N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-01-11,none,present,10.9,99,NA,NA,NA,NA,full work-up 1,NA,lab_motiles,CVJ,BJ,N,NA,NA
2015-06-11-D07-PI-3,U3231,DE175N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-01-12,none,present,13.8,104,109,NA,NA,NA,full work-up 1,NA,lab_motiles,CVJ,BJ,N,NA,NA
2015-06-11-J05-PI-1,NA,JE165N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-PI-2,NA,JE165N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-PI-3,NA,JE165N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-PI-4,NA,JE165N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-PI-5,NA,JE165N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-PI-6,NA,JE165N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-PI-7,NA,JE165N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-PI-8,NA,JE165N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-PI-9,NA,JE165N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-PI-10,NA,JE165N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-PI-1,NA,JE166N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-PI-2,NA,JE166N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-PI-3,NA,JE166N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J07-PI-4,NA,JE166N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D09-CU-1,U3096,DE174N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-01-06,none,present,8.8,93,NA,NA,NA,NA,full work-up 1,NA,lab_motiles,JG,CVJ,N,NA,NA
2015-06-11-D09-CU-2,NA,DE174N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D09-CU-3,U3095,DE174N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-01-06,none,present,9.9,99,104,NA,One broken otolith,NA,full work-up 1,NA,lab_motiles,JG,CVJ,N,NA,NA
2015-06-11-D09-CU-4,NA,DE174N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D09-CU-5,U3128,DE174N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-01-09,none,present,11.2,100,NA,NA,NA,NA,full work-up 1,NA,lab_motiles,JG,CVJ,N,NA,NA
2015-06-11-D09-CU-6,U3127,DE174N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-01-09,none,present,7.7,87,NA,NA,1 otolith,NA,full work-up 1,NA,lab_motiles,JG,CVJ,N,NA,NA
2015-06-11-D09-CU-7,NA,DE174N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D09-CU-8,NA,DE174N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D09-CU-9,NA,DE174N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D09-CU-10,U3129,DE174N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-01-09,none,present,10.2,101,NA,NA,NA,NA,full work-up 1,NA,lab_motiles,JG,CVJ,N,NA,NA
2015-06-11-D07-CU-1,NA,DE175N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D07-CU-2,NA,DE175N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D07-CU-3,NA,DE175N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D07-CU-4,NA,DE175N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D07-CU-5,NA,DE175N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D07-CU-6,NA,DE175N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D07-CU-7,NA,DE175N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D07-CU-8,NA,DE175N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D07-CU-9,NA,DE175N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-D07-CU-10,NA,DE175N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-CU-1,NA,JE165N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-CU-2,NA,JE165N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-CU-3,NA,JE165N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-CU-4,NA,JE165N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-CU-5,NA,JE165N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-CU-6,NA,JE165N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11-J05-CU-7,NA,JE165N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
