container_id,container_type,storage_medium,date_updated,current_location,storage_unit,storage_tier_1,storage_tier_2,shipping_container,date_shipped,shipping_destination,recipient,date_received,expecting_return,date_returned,comments,container_num
JW8,fin_clip,whatman sheet,NA,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf C,Binder 1,NA,NA,NA,NA,NA,NA,NA,NA,8
JW9,fin_clip,whatman sheet,NA,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf C,Binder 1,NA,NA,NA,NA,NA,NA,NA,NA,9
DW50,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,50
DW51,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,51
DW52,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,52
DW54,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,54
DW55,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,55
JW51,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,51
JW52,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,52
DW56,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,56
DW57,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,57
JW53,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,53
DW61,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,61
JW54,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,54
DW62,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,62
JW55,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,55
DW63,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,63
JW56,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,56
DW58,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,58
JW57,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,57
JW58,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,58
DW59,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,59
DW60,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,60
DW65,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,65
JW61,fin_clip,whatman sheet,2018-07-05,Pacific Biological Station,NA,NA,NA,NA,2018-07-05,Pacific Biological Station,NA,2018-07-05,Y,NA,NA,61
BWS1,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
BWS2,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BWS5,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
BWS3,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BWS4,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
BWS6,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
BWS10,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
BWS9,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
BWS7,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
BWS29,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
BWS30,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
BWS8,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
BWS21,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
BWS11,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
BWS13,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
BWS12,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
BWS14,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
BWS15,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
BWS16,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
BWS17,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
BWS18,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
BWS19,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
BWS20,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
BWS31,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
BWS32,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
BWS33,fin_clip,whatman sheet,2018-10-09,Hakai Quadra Prep Lab,Back End Shelving Unit,Binder 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
BIS1,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
BIS10,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
BIS11,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
BIS12,isotope,frozen -20,2018-09-21,Hakai Quadra Prep Lab,-20 Freezer 4,Shelf 3,NA,NA,NA,NA,NA,NA,NA,NA,LP Retuned 2018-04-16,12
BIS13,isotope,dry,2018-02-24,UBC Hunt Lab,NA,Isotope Bag 1,NA,Isotope Bag 1,2018-02-24,UBC Hunt Lab,David Costalago,2018-02-24,N,NA,Selected samples for bulk & compound stable isotope analysis,13
BIS14,isotope,frozen -20,2018-09-21,Hakai Quadra Prep Lab,-20 Freezer 4,Shelf 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
BIS15,isotope,frozen -20,2018-09-21,Hakai Quadra Prep Lab,-20 Freezer 4,Shelf 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
BIS16,isotope,frozen -20,2018-09-21,Hakai Quadra Prep Lab,-20 Freezer 4,Shelf 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
BIS17,isotope,frozen -20,2018-09-21,Hakai Quadra Prep Lab,-20 Freezer 4,Shelf 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
BIS18,isotope,frozen -20,2018-09-21,Hakai Quadra Prep Lab,-20 Freezer 4,Shelf 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
BIS2,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BIS20,isotope,frozen -20,2018-09-21,Hakai Quadra Prep Lab,-20 Freezer 4,Shelf 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
BIS3,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BIS4,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
BIS5,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
BIS6,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
BIS7,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
BIS9,isotope,frozen -20,2018-09-21,Hakai Quadra Prep Lab,-20 Freezer 4,Shelf 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
BISCO1,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
BISCO3,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,3
BISCO4,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,4
BISCO5,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,5
BISCU1,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
BISCU10,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
BISCU11,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
BISCU12,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
BISCU2,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BISCU3,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BISCU4,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,4
BISCU5,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,5
BISCU6,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,6
BISCU7,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,7
BISCU8,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,8
BISCU9,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
BISHE1,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,1
BISHE2,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,2
BISHE3,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,3
BISHE4,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
BISPI1,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,1
BISPI2,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,2
BISPI3,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,3
BISPI4,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,4
BISPI5,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,5
BISPI6,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,6
BISPI7,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
BISPI8,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,8
BISPI9,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
BISSO1,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,NA,2017-12-05,N,NA,NA,1
BISSO10,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
BISSO11,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
BISSO12,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
BISSO13,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
BISSO14,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
BISSO15,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
BISSO16,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
BISSO17,isotope,dry,2018-02-06,UBC Hunt Lab,NA,Isotope Group Box 2,NA,Isotope Group Box 2,2018-02-06,UBC Hunt Lab,David Costalago,2018-02-06,N,NA,Actual shipping box # not recorded when sent away,17
BISSO18,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,NA,2017-12-05,N,NA,NA,18
BISSO19,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,NA,2017-12-05,N,NA,NA,19
BISSO2,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,NA,2017-12-05,N,NA,NA,2
BISSO20,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,NA,2017-12-05,N,NA,NA,20
BISSO21,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
BISSO22,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
BISSO23,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
BISSO24,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
BISSO25,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,NA,2017-12-05,N,NA,NA,25
BISSO26,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
BISSO27,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,NA,2017-12-05,N,NA,NA,27
BISSO3,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,NA,2017-12-05,N,NA,NA,3
BISSO30,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,NA,2017-12-05,N,NA,NA,30
BISSO31,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
BISSO32,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
BISSO33,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
BISSO34,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,34
BISSO35,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,35
BISSO36,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,36
BISSO37,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,37
BISSO38,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
BISSO39,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,39
BISSO4,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
BISSO40,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,40
BISSO41,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,41
BISSO42,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
BISSO43,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
BISSO44,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,44
BISSO45,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
BISSO46,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
BISSO47,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,47
BISSO47B,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
BISSO48,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,48
BISSO49,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,49
BISSO5,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,5
BISSO50,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,50
BISSO51,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,51
BISSO52,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,52
BISSO6,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,6
BISSO7,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,7
BISSO8,isotope,dry,2017-12-05,UBC Hunt Lab,NA,Isotope Group Box 1,NA,Isotope Group Box 1,2017-12-05,UBC Hunt Lab,David Costalago,2017-12-05,N,NA,NA,8
BISSO9,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
BISSO99,isotope,dry,2018-09-21,Hakai Quadra Prep Lab,Back End Shelving Unit,Shelf L,NA,NA,NA,NA,NA,NA,NA,NA,Samples collected from Sam James's 24-hour study in 2017. Sample vials not inventoried.,99
BIS19,isotope,frozen -20,2018-09-21,Hakai Quadra Prep Lab,-20 Freezer 4,Shelf 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
BIS21,isotope,frozen -20,2018-09-21,Hakai Quadra Prep Lab,-20 Freezer 4,Shelf 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
BOT1,otolith,dry,2017-12-05,UBC Hunt Lab,NA,NA,NA,Shipping Box Oto 3,2017-12-05,UBC Hunt Lab,Yulia Kuzmenko,2017-12-05,N,NA,NA,1
